
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 0, 0, naive, 24, 243
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 0, 0, random, 4033384422522360637, 51
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 00, 0, naive, 66, 10
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 00, 0, random, 890662037625099979, 5
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 000, 0, naive, 3723, 282
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 000, 0, random, 2501300621607862187, 253
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 0000, 0, naive, 14089, 301
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 0000, 0, random, 9013889587526571111, 179
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 00000, 0, naive, 458116, 8994
222b8b8333848771852775fec02ec65b50b3ce18782163b9ab085a1a03477d88, 00000, 0, random, 7472725478370390674, 209
